name;manufacturer;address_manufacturer;num_order;date_resolution;organization;address_organization;type;class;manufacture_place;trial_organization;trial_address;status
Гемостатический клапан WATCHDOG;'Бостон Сайентифик Корпорейшн';, США, Boston Scientific Corporation, 300 Boston Scientific Way, Marlborough, МА 01752, USA, США;861/2020;27.11.2020;ООО 'ЦПС';123308, Россия, г. Москва, ул. Мнёвники, д. 3, корп. 1, эт. 3, пом. I, комн. 17;249480;2а;Boston Scientific Limited, Business and Technology Park Model Farm Road Cork. Ireland;;;2021-02-16 Проводится
Наборы для имплантации подкожной порт-системы MEDEREN;'Медерен Неотех Лтд.';, Израиль, Дальнее зарубежье, Mederen Neotech Ltd., Harakevet St. 58, Tel Aviv-Jaffa, 6777016, Israel, Израиль;862/2020;27.11.2020;ООО 'АЛЬФАМЕДЭКС';197229, Россия, г. Санкт-Петербург, Лахтинский пр-кт, д. 113, лит. А, офис 2;330570;3;ISOMed s.a.r.l., ZAE Les Pointes - 230, rue des Grands Pres, 60230 Chambly, France;;;2020-12-21 Завершено
Катетеры коронарные баллонные с гидрофильным покрытием по ТУ 32.50.13-002-28604018-2019;ООО 'РК Групп';364047, Россия, Чеченская Республика, г. Грозный, ул. Кемеровская, д. 12, Россия;864/2020;03.12.2020;ООО 'РК Групп';364047, Россия, Чеченская Республика, г. Грозный, ул. Кемеровская, д. 12;136170;3;ООО «РК Групп», Россия, 364047, Чеченская Республика, г. Грозный, ул. Кемеровская, д. 12;;;2020-12-25 Завершено
Аппарат слуховой цифровой заушный программируемый 'АЭРО' по ТУ 26.60.14-002-18010520-2017;ОАО 'ИАИ';141190, Россия, Московская область, г. Фрязино, ул. Вокзальная, д. 2а, Россия;866/2020;03.12.2020;ОАО 'ИАИ';141190, Россия, Московская область, г. Фрязино, ул. Вокзальная, д. 2а;228560;2а;"1. ОАО 'ИАИ', Россия, 141190, Московская область, г. Фрязино, ул. Вокзальная, д. 2а.
2. ОАО 'ИАИ', Россия, 141190, Московская область, г. Фрязино, Заводской пр-д, д. 3, эт. 4, пом. №4.";;;2020-12-22 Завершено
Программатор Olympia Plus для имплантируемых электрокардиостимуляторов;'МЕДИКО С.п.А.';, Италия, Дальнее зарубежье, MEDICO S.p.A., Via Pitagora, 15 Rubano Padova 35030 Italy, Италия;867/2020;03.12.2020;ЗАО 'ИМПЛАНТА';119002, Россия, Москва, Карманицкий пер., д. 9;322940;2б;MEDICO S.p.A., Via Pitagora, 15 Rubano Padova 35030 Italy;;;2021-02-01 Проводится
Электрод имплантируемый эндокардиальный Solia;'БИОТРОНИК СЕ & Ко. КГ';, Германия, Дальнее зарубежье, BIOTRONIK SE & Co. KG, Woermannkehre 1, 12359 Berlin, Germany, Германия;868/2020;03.12.2020;ООО 'Биотроник';109004, Россия, Москва, Малый Дровяной пер., д. 3, стр. 2, этаж 1, пом. I;335270;3;BIOTRONIK SE & Co. KG, Woermannkehre 1, 12359 Berlin, Germany;;; 
Инструменты электрохирургические биполярные многоразовые с принадлежностями;'БОВА-электроник ГмбХ & Ко. КГ';, Германия, BOWA-electronic GmbH & Co. KG, Heinrich-Hertz-Strasse 4-10, 72810 Gomaringen, Germany, Германия;865/2020;03.12.2020;ООО 'БОВА ЕВРАЗИЯ';125040, Россия, г. Москва, Ленинградский пр-т, д. 24, стр. 3, эт. 1, ком. 2;282880;2б;"1. BOWA-electronic GmbH & Co. KG, Heinrich-Hertz-Strasse 4-10, 72810 Gomaringen, Germany.
2. BOWA Polska Sp. zo. o., Zlotkowo, ul. Obornicka 10, 60-002 Suchy Las, Poland.
3. BOWA Polska Sp. zo. o., Zlotkowo, ul. Obornicka 10, 60-002 Suchy Las, Poland.";;;2020-12-24 Завершено
Брекеты ортодонтические, модель Symetri Clear (5 шт./уп.);'Ормко Корпорэйшн';, США, Ormco Corporation, 200 S Kraemer Blvd, Brea, California 92821, USA, США;863/2020;03.12.2020;ООО 'Ормко';195112, Россия, г. Санкт-Петербург, Малоохтинский пр-кт, д. 64, лит. В, пом. 26Н;236330;2а;SDS de M&#233,xico S. de R.L. de C.V., Circuito Sur No. 31, Parque Industrial Nelson, Mexicali, B.C. C.P. 21395 Mexico;;;2021-02-03 Завершено
Презервативы Durex® с анестетиком;'Рекитт Бенкизер Хелскэар (ЮК) Лтд.';, Соединенное Королевство, Reckitt Benckiser Healthcare (UK) Ltd., Dansom Lane, Hull, HU8 7DS, UK, Соединенное Королевство;1007/2016;24.10.2016;ООО 'Рекитт Бенкизер Хэлскэр';125009, Россия, г. Москва, ул. Тверская, д. 16/2;218570;3;SSL Manufacturing (Thailand) Ltd., Wellgrow Industrial Estate 100, Moo 5, Bangna-Trad Rd KM.36, Bangsamak, Bangpakong, Chachoengsao, 24180, Thailand;;;2016-12-05 Завершено
Набор реагентов для определения генетических полиморфизмов, влияющих на подбор дозы варфарина, методом полимеразной цепной реакции в режиме реального времени с детекцией кривых плавления (РеалБест-Генетика Варфарин) по ТУ 9398-548-23548172-2016;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корп. 36, комн. 211, Россия;1004/2016;24.10.2016;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корп. 36, комн. 211;335130;2а;"1. АО 'Вектор-Бест', Россия, 630559, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корп. 36.
2. АО 'Вектор-Бест', Россия, 630117, г. Новосибирск, ул. Пасечная, д. 3.";;;2017-05-31 Завершено
Реагенты в кассете для количественного определения прогестерона иммунохемилюминесцентным методом в сыворотке (плазме) крови для анализатора иммунохимического cobas е 411 (Rack/Disk) и платформ модульных Cobas 6000, cobas 8000 (Progesterone III Elecsys and cobas e analyzers);'Рош Диагностикс ГмбХ';, Германия, Roche Diagnostics GmbH, Sandhofer Strasse 116, 68305 Mannheim, Germany, Германия;992/2016;24.10.2016;ООО 'Рош Диагностика Рус';107031, Россия, г. Москва, Трубная площадь, д. 2;164120;2а;Roche Diagnostics GmbH, Centralised and Point of Care Solutions, Sandhofer Strasse 116, 68305 Mannheim, Germany;;;2017-03-24 Завершено
Презервативы Durex® Real Feel из синтетического латекса;'Рекитт Бенкизер Хелскэар (ЮК) Лтд.';, Соединенное Королевство, Reckitt Benckiser Healthcare (UK) Ltd., Dansom Lane, Hull, HU8 7DS, UK, Соединенное Королевство;1006/2016;24.10.2016;ООО 'Рекитт Бенкизер Хэлскэр';125009, Россия, г. Москва, ул. Тверская, д. 16/2;136370;2б;SSL Manufacturing (Thailand) Ltd., Wellgrow Industrial Estate 100, Moo 5, Bangna-Trad Rd KM.36, Bangsamak, Bangpakong, Chachoengsao, 24180, Thailand;;;2016-12-05 Завершено
Нить нерассасывающаяся АПТОС с иглами атравматическими, инъекционными, трубчатыми или канюлями для пластической хирургии и косметологии, стерильная по ТУ 9398-003-53730750-2016;ООО 'АПТОС';115230, Россия, Москва, Хлебозаводский проезд, д. 7, стр. 9, оф. пом. XV, комн. 18П, Россия;997/2016;24.10.2016;ООО 'АПТОС';115230, Россия, Москва, Хлебозаводский проезд, д. 7, стр. 9, оф. пом. XV, комн. 18П;108380;2б;ООО 'Волоть', 301137, Россия, Тульская область, Ленинский район, пос. Октябрьский;;;2016-11-24 Завершено
Проводник с датчиком давления Verrata в исполнениях;'Волкано Корпорейшн';, США, Volcano Corporation, 2870 Kilgore Road, Rancho Cordova, California 95670, USA, США;994/2016;24.10.2016;ООО 'ФИЛИПС';123022, Россия, Москва, ул. Сергея Макеева, д. 13;131680;3;"1. Volcano Corporation, 2870 Kilgore Road, Rancho Cordova, California 95670, USA.
2. VOLCARICA S.R.L., Coyol Free Zone & Business Park, B37, Alajuela, Costa Rica.";;;2017-02-20 Завершено
Набор реагентов для количественного иммуноферментного определения ферритина в сыворотке крови человека «Ферритин-Имаксиз (IMAXYZ)» по ТУ 9398-046-94568735-2016;АО 'Витал Девелопмент Корпорэйшн';194356, Россия, г. Санкт-Петербург, Дорога в Каменку, д. 56, лит. А, Россия;993/2016;24.10.2016;АО 'Витал Девелопмент Корпорэйшн';194356, Россия, г. Санкт-Петербург, Дорога в Каменку, д. 56, лит. А;201900;2а;АО 'Витал Девелопмент Корпорэйшн', Россия, 194356, Санкт-Петербург, Дорога в Каменку, д. 56, лит. А;;;2017-01-12 Завершено
Лабораторная информационная система «АЛТЭЙ» по ТУ 9443-001-87627147-2016;ООО 'Группа Алтэй';121601, Россия, Москва, Филёвский бульвар, д. 40, этаж 1, пом. V - комн. 1, Россия;1002/2016;24.10.2016;ООО 'Группа Алтэй';121601, Россия, Москва, Филёвский бульвар, д. 40, этаж 1, пом. V - комн. 1;261260;2а;ООО 'Группа Алтэй', 121601, Россия, Москва, Филёвский бульвар, д. 40, этаж 1, пом. V - комн. 1;;;2016-12-19 Завершено
Имплантат внутридермальный с поперечно-сшитым гиалуронатом натрия в вариантах исполнения: Fill Face Universal, Fill Face Volume;'Др. Корман Лабораториес Лтд.';, Израиль, Dr. Korman Laboratories Ltd., 23 Yosef Levi St., Kiryat Bialik, Israel, Израиль;998/2016;24.10.2016;ООО 'Аффина.ру';117218, Россия, г. Москва, ул. Кедрова, д. 14, стр. 1;122090;3;Dr. Korman Laboratories Ltd., 23 Yosef Levi St., Kiryat Bialik, Israel;;;2016-12-26 Завершено
Катетер для внутрисосудистых ультразвуковых исследований в исполнениях Eagle Eye Platinum, Eagle Eye Platinum ST, Revolution, Visions PV.035, Visions PV.018;'Волкано Корпорейшн';, США, Volcano Corporation, 2870 Kilgore Road, Rancho Cordova, California 95670, USA, США;1001/2016;24.10.2016;ООО 'ФИЛИПС';123022, Россия, Москва, ул. Сергея Макеева, д. 13;232580;3;"1. Volcano Corporation, 2870 Kilgore Road, Rancho Cordova, California 95670, USA. 
2. VOLCARICA S.R.L., Coyol Free Zone & Business Park, B37, Alajuela, Costa Rica.";;;2017-02-20 Завершено
Набор реагентов для выявления ДНК Neisseria gonorrhoeae методом полимеразной цепной реакции в режиме реального времени (РеалБест ДНК Neisseria gonorrhoeae тест 2) по ТУ 9398-603-23548172-2016;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корпус 36, комната 211, Россия;995/2016;24.10.2016;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корпус 36, комната 211;272460;2б;"1. АО 'Вектор-Бест', Россия, 630559, Новосибирская область, р. п. Кольцово, 
Научно-производственная зона, корпус 36. 
2. АО 'Вектор-Бест', Россия, 630117, г. Новосибирск, ул. Пасечная, д. 3.";;;2017-05-12 Завершено
Пробирка медицинская;ОДО 'Полиэфир';222140, Республика Беларусь, г. Минск, ул. Притыцкого, д. 62, административно-производственное здание, литер А4/КП, ком. 147, Республика Беларусь;990/2016;24.10.2016;ООО 'РЕЗУЛЬТАТ-АУДИТ';127572, Россия, Москва, ул. Абрамцевская, д. 14А;108740;2а;ОДО 'Полиэфир', 222160, Республика Беларусь, Минская область, Смолевичский район, промышленная зона 'Заречье', ул. Фрунзе, д. 35;;;2017-01-30 Завершено
Набор калибраторов для количественного определения прогестерона иммунохемилюминесцентным методом в сыворотке (плазме) крови для анализатора иммунохимического cobas е 411 (Rack/Disk) и платформ модульных Cobas 6000, cobas 8000 (Progesterone III CalSet Elecsys and cobas e analyzers);'Рош Диагностикс ГмбХ';, Германия, Roche Diagnostics GmbH, Sandhofer Strasse 116, 68305 Mannheim, Germany, Германия;1005/2016;24.10.2016;ООО 'Рош Диагностика Рус';107031, Россия, г. Москва, Трубная площадь, д. 2;164190;2а;Roche Diagnostics GmbH, Sandhofer Strasse 116, 68305 Mannheim, Germany;;;2017-03-24 Завершено
Осветитель налобный с креплением на шлеме с принадлежностями;'Энова Иллюминейшн, ЭлЭлСи';, США, Enova Illumination, LLC, 1839 Buerkle Rd., Saint Paul, MN 55110, USA, США;1000/2016;24.10.2016;ООО 'ТАМАНЬ';191124, Россия, г. Санкт-Петербург, ул. Бонч-Бруевича, д. 5/10, кв. 1;302880;2а;I-TEK Medical Technologies, 1837 Buerkle Road, St. Paul, MN 55110, USA;;;2017-03-01 Завершено
Мембраны коллагеновые рассасывающиеся 'Mem-Lok';'Коллаген Матрикс, Инк.';, США, Collagen Matrix, Inc., 15 Thornton Road, Oakland, New Jersey, 07436, USA, США;991/2016;24.10.2016;ООО 'АйМакс';117292, Россия, г. Москва, Нахимовский просп., д. 52/27, пом. Б;117260;3;Collagen Matrix, Inc., 15 Thornton Road, Oakland, New Jersey, 07436, USA;;;2016-11-30 Завершено
Анализатор бактериологический BD BACTEC FX40 с принадлежностями;'Бектон, Дикинсон энд Компани';, США, Becton, Dickinson and Company, 7 Loveton Circle, Sparks, Maryland, 21152, USA, США;1008/2016;24.10.2016;ООО 'Бектон Дикинсон Восток';127018, Россия, Москва, ул. Двинцев, д. 12, корп. 1;245230;2а;Becton, Dickinson and Company, 7 Loveton Circle, Sparks, Maryland, 21152, USA;;;2017-03-31 Завершено
Рефлектор электрический медицинский 'Теплый луч' по ТУ 9444-053-03966128-2015;ООО 'РЗСИ';623281, Россия, Свердловская область, г. Ревда, ул. Ленина, д. 18, Россия;999/2016;24.10.2016;ООО 'РЗСИ';623281, Россия, Свердловская область, г. Ревда, ул. Ленина, д. 18;126360;2а;ООО 'РЗСИ', Россия, 623281, Свердловская область, г. Ревда, ул. Ленина, д. 18;;;2017-03-20 Завершено
Анализатор гематологический V-Сounter (В-Каунтер) с принадлежностями;'Вест Медика Продукционс- унд Хандельс- ГмбХ';, Австрия, West Medica Produktions-und Handels-GmbH, Franz-Siegel-Gasse 1, A-2380 Perchtoldsdorf, Austria, Австрия;1003/2016;24.10.2016;ООО 'Медика Продакт';614000, Россия, г. Пермь, ул. Газеты Звезда, д. 27;130690;2а;West Medica Produktions-und Handels-GmbH, Franz-Siegel-Gasse 1, 2380 Perchtoldsdorf, Austria;;;2017-02-07 Завершено
Набор реагентов для количественного иммуноферментного определения хорионического гонадотропина человека в сыворотке крови человека «ХГЧ-Имаксиз (IMAXYZ)» по ТУ 9398-044-94568735-2016;АО 'Витал Девелопмент Корпорэйшн';194356, Россия, г. Санкт-Петербург, Дорога в Каменку, д. 56, лит. А, Россия;996/2016;24.10.2016;АО 'Витал Девелопмент Корпорэйшн';194356, Россия, г. Санкт-Петербург, Дорога в Каменку, д. 56, лит. А;205570;2а;АО 'Витал Девелопмент Корпорэйшн', 194356, Россия, Санкт-Петербург, Дорога в Каменку, д. 56, лит. А;;;2017-01-12 Завершено
Набор реагентов для определения активности гамма-глутамилтрансферазы в сыворотке и плазме крови кинетическим методом (Гамма-ГТ-Ново) по ТУ 9398-578-23548172-2016;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корп. 36, комн. 211, Россия;1009/2016;25.10.2016;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корп. 36, комн. 211;117430;2а;"1. АО 'Вектор-Бест', Россия, 630559, Новосибирская область, р. п. Кольцово, 
Научно-производственная зона, корп. 36. 
2. АО 'Вектор-Бест', Россия, 630117, г. Новосибирск, ул. Пасечная, д. 3.";;;2017-03-22 Завершено
Аппарат ингаляционный BreezeLite по ТУ 26.60.13-006-36017358-2020;ООО 'ИнертГаз Медикал';121205, Россия, г. Москва, Территория Инновационного центра Сколково, ул. Нобеля, д. 7, эт. 4, пом. 20, рм 2, Россия;869/220;04.12.2020;ООО 'ИнертГаз Медикал';121205, Россия, г. Москва, Территория Инновационного центра Сколково, ул. Нобеля, д. 7, эт. 4, пом. 20, рм 2;213210;2а;ООО 'ИнертГаз Медикал', Россия, 141420, Московская область, г. Химки, мкр. Сходня, ул. Октябрьская, д. 37;;;2020-12-14 Завершено
Набор реагентов для иммуноферментного выявления иммуноглобулинов класса G к НВе-антигену вируса гепатита В (ВектоНВе-IgG) по ТУ 9398-609-23548172-2016;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корпус 36, комната 211, Россия;1011/2016;25.10.2016;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корпус 36, комната 211;285410;3;"1. АО 'Вектор-Бест',  Россия, 630559, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корпус 36. 
2. АО 'Вектор-Бест', Россия, 630117, г. Новосибирск, ул. Пасечная, д. 3.";;;2017-01-18 Завершено
Монитор фетальный с принадлежностями;'Гуанчжоу Санрей Медикал Аппаратус Ко., Лтд.';, КНР, Guangzhou Sunray Medical Apparatus Co., Ltd., 4/F No. 242 Tianhe Dong Road, 510620 Guangzhou, P.R. of China, КНР;1010/2016;25.10.2016;ООО 'Элмас';141190, Россия, Московская область, г. Фрязино, Заводской проезд, д. 4;119540;2б;"1. Guangzhou Sunray Medical Apparatus Co., Ltd., 4/F No. 242 Tianhe Dong Road, 510620 Guangzhou, P.R. of China.
2. Guangzhou Sunray Medical Apparatus Co., Ltd., 38 Gaoke Road., Gaotang Industry District, GuangSnanEr Road, 510520 Guangzhou, P.R. of China";;;2016-12-16 Завершено
Имплантат для инъекционной коррекции морщин и восполнения объема 'GANA' (поли-Л-молочная кислота) во флаконе;'ГАНА Ар Энд Ди Ко Лтд';, Республика Корея, GANA R&D Co Ltd, 103, 905, 555, Dunchon-daero, Jungwon-gu, Seongnam-si, Gyeonggi-do, Republic of Korea, Республика Корея;870/2020;07.12.2020;ООО 'М-Технология';119602, Россия, Москва, ул. Покрышкина, д. 1, корп. 1;326400;3;GANA R&D Co Ltd, #103, 555, Dunchon-daero, Jungwon-gu, Seongnam-si, Gyeonggi-do, Republic of Korea;;;2021-01-26 Завершено
Аппарат искусственной вентиляции легких с принадлежностями SLE6000;'СЛЕ Лтд.';, Соединенное Королевство, SLE Limited, Twin Bridges Business Park, 232 Selsdon Road, South Croydon, Surrey, CR2 6PL, United Kingdom, Соединенное Королевство;872/2020;08.12.2020;АО 'ПО 'УОМЗ';620100, Россия, Свердловская область, г. Екатеринбург, ул. Восточная, д. 33 б;232880;2б;"1. SLE Ltd., Twin Bridges Business Park, 232 Selsdon Road, South Croydon, Surrey, CR2 6PL, United Kingdom.
2. АО 'ПО 'УОМЗ', Россия, 620100, Свердловская область, г. Екатеринбург, ул. Восточная, д. 33 б.";;;2021-01-14 Проводится
Пульсоксиметр SENSOREX по АМНК.941329.001 ТУ (ТУ 26.60.12-175-07539541-2020);АО 'ПО 'УОМЗ';620100, Россия, Свердловская область, г. Екатеринбург, ул. Восточная, д. 33 б, Россия;871/2020;08.12.2020;АО 'ПО 'УОМЗ';620100, Россия, Свердловская область, г. Екатеринбург, ул. Восточная, д. 33 б;149980;2б;АО 'ПО 'УОМЗ', Россия, 620100, Свердловская область, г. Екатеринбург, ул. Восточная, д. 33 б;;;2020-12-10 Проводится
Набор ирригационный для катетерной абляции 'Биоток' по БИТК.942411.012ТУ;ООО 'Л.М.Э. 'Биоток';634034, Россия, г. Томск, ул. Красноармейская, д. 118, Россия;878/2020;08.12.2020;ООО 'Л.М.Э. 'Биоток';634034, Россия, г. Томск, ул. Красноармейская, д. 118;177790;2а;Общество с ограниченной ответственностью 'Л.М.Э. 'Биоток', Россия, 634034, Томская область, г. Томск, ул. Красноармейская, д. 118;;;2021-01-25 Проводится
Система для измерения стабильности дентальных имплантатов Hiossen IS3;'Интегрейшн Диагностикс Свиден АБ';, Швеция, Дальнее зарубежье, Integration Diagnostics Sweden AB, Furstenbergsgatan 4, 416 64 G&#246,teborg, Sweden., Швеция;880/2020;08.12.2020;ООО 'ОССТЕМ';115432, Россия, Москва, пр-кт Андропова, д. 18, к. 7, эт. 8, оф. 1;336350;2а;Integration Diagnostics Sweden AB, Furstenbergsgatan 4, 416 64 G&#246,teborg, Sweden.;;;2021-01-11 Проводится
Материал стоматологический реставрационный Filtek Universal в наборах;'3М ЭСПЭ Дентал Продактс';, США, 3M ESPE Dental Products, 2510 Conway Avenue, St. Paul, Minnesota, 55144-1000, USA, США;879/2020;08.12.2020;АО '3М Россия';108811, Россия, п. Московский, Москва, Киевское ш., 22-й км, домовл. 6, стр. 1;281770;2а;"1. 3M ESPE Dental Products, 2111 McGaw Avenue, Irvine, California 92614, USA.
2. 3М Deutschland GmbH, ESPE Platz, 82229 Seefeld, Germany.
3. 3М Deutschland GmbH, Ohmstrasse 3, 86899 Landsberg, Germany.
4. 3M Deutschland GmbH, Carl-Schurz-Strasse 1, 41453 Neuss, Germany.";;;2021-02-03 Проводится
Игла медицинская стерильная двусторонняя для забора крови;ТОО 'ЭкоФарм Интернейшнл';, Казахстан, 160050, г. Шымкент, район Енбекшинский, мкр. 18, д. 54, кв. 1, Казахстан;875/2020;08.12.2020;ООО 'Компания 'БиВи';129085, Россия, Москва, пр-кт Мира, д. 101, стр. 1, пом. 17;144170;2а;ТОО 'ЭкоФарм Интернейшнл', 160813, Казахстан, г. Шымкент, район Каратау, жилой массив Тассай, ул. Есалиева, зд. 12;;;2020-12-21 Проводится
Мундштук к анализаторам паров этанола в выдыхаемом воздухе МП по ТУ 32.50.50.190-001-34093214-2020;ООО 'Медполипласт';606016, Россия, Нижегородская область, г. Дзержинск, ул. Студенческаяя, д. 34В, оф. 8, Россия;877/2020;08.12.2020;ООО 'Медполипласт';606016, Россия, Нижегородская область, г. Дзержинск, ул. Студенческаяя, д. 34В, оф. 8;283330;2а;ООО 'Медполипласт', Россия, 606120, Нижегородская область, Павловский район, Ворсма, ул. Ленина, д. 86а;;;2021-01-21 Проводится
Инкубатор для хранения тромбоцитов PN 150 с принадлежностями;'Нюве Санайи Малземелери Ималат ве Тиджарет Аноним Ширкети';, Турция, N&#252,ve Sanayi Malzemeleri &#304,malat ve Ticaret Anonim &#350,irketi, Saracalar Mahallesi, Saracalar K&#252,meevleri No:4/2 Akyurt, Ankara, Turkey, Турция;874/2020;08.12.2020;ООО 'ММ Рус';121596, Россия, Москва, ул. Горбунова, д. 2, стр. 3, эт. 1, пом. II, к. 7;340350;2а;N&#252,ve Sanayi Malzemeleri &#304,malat ve Ticaret Anonim &#350,irketi, Saracalar Mahallesi, Saracalar K&#252,meevleri No:4/2 Akyurt, Ankara, Turkey;;;2020-12-16 Проводится
Система для дистанционного мониторинга и анализа ЭКГ, дыхания и двигательной активности 'Аккордикс' по ТУ 26.60.12-098-13218158-2020;ООО 'Нейрософт';153032, Россия, г. Иваново, ул. Воронина, д. 5, Россия;881/2020;08.12.2020;ООО 'Нейрософт';153032, Россия, г. Иваново, ул. Воронина, д. 5;291520;2б;ООО 'Нейрософт', Россия, 153032, Ивановская область, г. Иваново, ул. Воронина, д. 5;;;2021-01-29 Завершено
Нити рассасывающиеся IV Thread Lift, стерильные из полидиоксанона для введения в ткани лица и тела на иглах-носителях;'МЕКОБИ Ко., Лтд';, Корея Южная, Дальнее зарубежье, MECOBI Co., Ltd, 3-101, 102, 107, 108, 42-10, Taejanggongdan-gil, Wonju-si, Gangwon-do, 26311, South Korea, Корея Южная;882/2020;08.12.2020;ИП Пронин Павел Андреевич;129327, Россия, г. Москва, Чукотский проезд, д.4, кв. 508;108390;3;MECOBI Co., Ltd, 3-101, 102, 107, 108, 42-10, Taejanggongdan-gil, Wonju-si, Gangwon-do, 26311, South Korea;;;2020-12-15 Проводится
Инструмент для введения имплантата для использования с угловым наконечником физиодиспенсера CS Motor Mount Driver;'Альфа-Био Тек Лтд.';, Израиль, Дальнее зарубежье, Alpha-Bio Tec Ltd., 7 Hatnufa St., Kiryat Arye, POB 3936, Petach Tikva, 4951025, Israel, Израиль;883/2020;08.12.2020;ООО 'Нобель Биокеар Раша';109004, Россия, Москва, ул. Станиславского, д. 21, стр. 2;367230;2а;Alpha-Bio Tec Ltd., 7 Hatnufa St., Kiryat Arye, POB 3936 Petach Tikva,  4951025, Israel;;;2021-02-08 Проводится
Презервативы из натурального латекса Reflex® в смазке;'Рекитт Бенкизер Хелскэар (ЮК) Лтд.';, Соединенное Королевство, Дальнее зарубежье, Reckitt Benckiser Healthcare (UK) Ltd., 103-105 Bath Road, Berkshire, SL1 3UH, UK, Соединенное Королевство;886/2020;09.12.2020;ООО 'Рекитт Бенкизер Хэлскэр';115114, Россия, г. Москва, Шлюзовая наб., д. 4, эт. 3;136390;2б;Reckitt Benckiser Also trading as SSL Manufacturing (Thailand) Ltd.,, Wellgrow Industrial Estate 96 & 100 Moo 5, Bangna-Trad Rd KM.36, Bangsamak, Bangpakong, Chachoengsao, 24180, Thailand;;;2020-12-16 Проводится
РЧ-генератор электрохирургический для артроскопии с принадлежностями;'ЭМЕД СП. З О. О. СП. К.';, Польша, Дальнее зарубежье, EMED SP. Z O. O. SP. K., ul. Ryzowa 69A, 05-816 Opacz-Kolonia, Poland, Польша;885/2020;09.12.2020;ООО 'Зиммер СНГ';119048, Россия, Москва, ул. Усачева, д. 29, к. 9, помещ. 15;260140;2б;"1. EMED SP. Z O. O. SP. K., ul. Ryzowa 69A, 05-816 Opacz-Kolonia, Poland.
2. EMED SP. Z O. O. SP. K., EMED SP. Z O. O. SP. K., ul. Ryzowa 69, 05-816 Opacz-Kolonia, Poland.
3. EMED SP. Z O. O. SP. K., ul. Ryzowa 84B, 05-816 Opacz-Kolonia, Poland.";;;2021-02-04 Проводится
Линзы контактные мягкие плановой замены Focus 30;'Алкон Лабораториз, Инк.';, США, Alcon Laboratories, Inc., 6201 South Freeway, Fort Worth, TX 76134-2099, USA, США;873/2020;09.12.2020;ООО 'Алкон Фармацевтика';125315, Россия, г. Москва, Ленинградский пр-кт, д. 72, к. 3;103040;2а;CIBA VISION Johor Sdn. Bhd., № 1 Jalan DPB/5, Pelabuhan Tanjung Pelepas, Gelang Patah, Johor Darul Takzim, Johor 81560, Malaysia;;; 
Облучатели бактерицидные PHARM по ТУ 32.50.50-001-85912346-2020;ООО 'Волжский светотехнический завод ЛУЧ';445000, Россия, Самарская область, г. Тольятти, ул. Вокзальная, д. 44, помещ. 1, Россия;884/2020;09.12.2020;ООО 'Волжский светотехнический завод ЛУЧ';445000, Россия, Самарская область, г. Тольятти, ул. Вокзальная, д. 44, помещ. 1;131980;2а;ООО 'Волжский светотехнический завод ЛУЧ', Россия, 445000, Самарская область, г. Тольятти, ул. Вокзальная, д. 44, помещ. 1;;;2020-12-24 Завершено
Набор реагентов для иммуноферментного выявления суммарных антител к Treponema pallidum (РекомбиБест антипаллидум-суммарные антитела) по ТУ 9398-469-23548172-2016;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корпус 36, комната 211, Россия;1018/2016;27.10.2016;АО 'Вектор-Бест';630559, Россия, Новосибирская область, р. п. Кольцово, Научно-производственная зона, корпус 36, комната 211;244320;2б;"1. АО 'Вектор-Бест', Россия, 630559, Новосибирская область, р. п. Кольцово, 
Научно-производственная зона, корпус 36. 
2. АО 'Вектор-Бест', Россия, 630117, г. Новосибирск, ул. Пасечная, д. 3.";;;2017-02-20 Завершено
