"number";"type";"type_ch";"region";"fio";"order_date";"order_num";"date_to";"register_date";"date_order_stop";"num_order_stop"
"198";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"гематологии";"Калужская область";"Борисенкова Елена Александровна";"05.10.2015";"П40-181/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"04.10.2020";"06.10.2015";"00.00.0000";""
"197";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"анестезиологии и реаниматологии";"Калужская область";"Тузиков Юрий Алексеевич";"05.10.2015";"П40-182/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"04.10.2020";"06.10.2015";"00.00.0000";""
"196";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"нейрохирургии";"Калужская область";"Голованев Алексей Игоревич";"05.10.2015";"П40-183/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"04.10.2020";"06.10.2015";"00.00.0000";""
"195";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"торакальной хирургии";"Калужская область";"Пикин Валентин Ильич";"05.10.2015";"П40-184/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"04.10.2020";"06.10.2015";"00.00.0000";""
"194";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"оториноларингологии";"Калужская область";"Курашко Владимир Федорович";"05.10.2015";"П40-185/15";"04.10.2020";"06.10.2015";"27.09.2018";"П40-202/18"
"193";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"урологии";"Калужская область";"Ткачук Александр Анатольевич";"05.10.2015";"П40-186/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"04.10.2020";"06.10.2015";"00.00.0000";""
"192";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:,Экспертиза при осуществлении государственного контроля за обращением медицинских изделий";"фтизиатрии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»),Вспомогательные и общебольничные медицинские изделия";"Курская область";"Черников Александр Юрьевич";"05.10.2015";"П46-340/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"04.10.2020";"06.10.2015";"00.00.0000";""
"191";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"сердечно-сосудистой хирургии";"Тверская область";"Червонцев Сергей Викторович";"02.10.2015";"П69-170/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"190";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"пульмонологии";"Тверская область";"Труфанова Галина Юрьевна";"02.10.2015";"П69-171/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"189";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"хирургии";"Тверская область";"Силаев Валерий Николаевич";"02.10.2015";"П69-172/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"188";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"неврологии";"Тверская область";"Бахарева Ольга Николаевна";"02.10.2015";"П69-173/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"187";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"неврологии";"Тверская область";"Чичановская Леся Васильевна";"02.10.2015";"П69-174/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"186";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"хирургии";"Тверская область";"Козлов Сергей Евгеньевич";"02.10.2015";"П69-175/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"185";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"эндокринологии";"Тверская область";"Старцев Александр Львович";"02.10.2015";"П69-176/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"184";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"урологии";"Тверская область";"Карташев Игорь Николаевич";"02.10.2015";"П69-177/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"183";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"анестезиологии и реаниматологии";"Тверская область";"Федерякин Денис Владимирович";"02.10.2015";"П69-178/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"182";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"анестезиологии и реаниматологии";"Тверская область";"Ситкин Сергей Иванович";"02.10.2015";"П69-169/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"181";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"кардиологии";"Тверская область";"Баженов Николай Дмитриевич";"02.10.2015";"П69-179/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"180";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"стоматологии";"Тверская область";"Зобачева Валентина Васильевна";"02.10.2015";"П69-180/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"179";"Экспертиза при осуществлении федерального государственного надзора в сфере обращения лекарственных средств (в отношении лекарственных средств для медицинского применения)";"Фармаконадзор";"Самарская область";"Юдина Вера Борисовна";"06.10.2015";"01/86
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"05.10.2020";"05.10.2015";"00.00.0000";""
"178";"Экспертиза при осуществлении федерального государственного надзора в сфере обращения лекарственных средств (в отношении лекарственных средств для медицинского применения)";"Фармаконадзор";"Самарская область";"Сугробова Нина Сергеевна";"02.10.2015";"01/85
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"177";"Экспертиза при осуществлении лицензионного контроля:,Экспертиза при осуществлении федерального государственного надзора в сфере обращения лекарственных средств (в отношении лекарственных средств для медицинского применения)";"Соблюдение лицензионных требований при осуществлении фармацевтической деятельности";"Самарская область";"Власова Галина Ивановна";"02.10.2015";"01/84
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"176";"Экспертиза при осуществлении лицензионного контроля:,Экспертиза при осуществлении федерального государственного надзора в сфере обращения лекарственных средств (в отношении лекарственных средств для медицинского применения)";"Соблюдение лицензионных требований при осуществлении фармацевтической деятельности";"Самарская область";"Федорова Александра Владимировна";"02.10.2015";"01/83
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"175";"Экспертиза при осуществлении лицензионного контроля:,Экспертиза при осуществлении государственного контроля за обращением медицинских изделий,Экспертиза при осуществлении федерального государственного надзора в сфере обращения лекарственных средств (в отношении лекарственных средств для медицинского применения)";"Соблюдение лицензионных требований при осуществлении фармацевтической деятельности";"Самарская область";"Калабухова Елена Александровна";"02.10.2015";"01/82
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"174";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"акушерству и гинекологии";"Ростовская область";"Эльжорукаева Жаннета Азретовна";"02.10.2015";"12/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"173";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"акушерству и гинекологии";"Ростовская область";"Романова Ольга Анатольевна";"02.10.2015";"11/15";"01.10.2020";"05.10.2015";"12.10.2018";"П-90/18"
"172";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"неонатологии";"Ростовская область";"Пухтинская Марина Гаевна";"02.10.2015";"10/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"171";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"педиатрии";"Ростовская область";"Логинова Ирина Георгиевна";"02.10.2015";"9/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"170";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"анестезиологии и реаниматологии";"Ростовская область";"Лелик Михаил Павлович";"02.10.2015";"8/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"169";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"неонатологии";"Ростовская область";"Кравченко Лариса Вахтанговна";"02.10.2015";"7/15";"01.10.2020";"05.10.2015";"12.10.2018";"П-90/18"
"168";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"акушерству и гинекологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Ростовская область";"Келлер Оксана Викторовна";"02.10.2015";"6/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"167";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"неврологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Ростовская область";"Гончарова Зоя Александровна";"02.10.2015";"5/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"166";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"педиатрии";"Ростовская область";"Вострых Наталья Николаевна";"02.10.2015";"4/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"165";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"акушерству и гинекологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Ростовская область";"Берлим Юлия Дмитриевна";"02.10.2015";"3/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"164";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"онкологии,хирургии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Ростовская область";"Бадальянц Дмитрий Артурович";"02.10.2015";"2/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"01.10.2020";"05.10.2015";"00.00.0000";""
"163";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"стоматологии";"Карачаево-Черкесская Республика";"Маммаев Набиюлла Магомедович";"28.09.2015";"76
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"27.09.2020";"30.09.2015";"00.00.0000";""
"162";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"кардиологии";"Карачаево-Черкесская Республика";"Лобжанидзе Асият Назировна";"28.09.2015";"75
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"27.09.2020";"30.09.2015";"00.00.0000";""
"161";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"кардиологии";"Карачаево-Черкесская Республика";"Салпагарова Фатима Энверовна";"28.09.2015";"74
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"27.09.2020";"30.09.2015";"00.00.0000";""
"160";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"онкологии";"Карачаево-Черкесская Республика";"Хубиев Анзор Ильясович";"28.09.2015";"73
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"27.09.2020";"30.09.2015";"00.00.0000";""
"159";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"хирургии";"Карачаево-Черкесская Республика";"Лобжанидзе Назир Азретович";"28.09.2015";"72
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"27.09.2020";"30.09.2015";"00.00.0000";""
"158";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"нейрохирургии";"Московская область";"Реутов Андрей Александрович";"24.09.2015";"978/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"23.09.2020";"28.09.2015";"00.00.0000";""
"157";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"стоматологии";"Москва";"Мальгинов Николай Николаевич";"24.09.2015";"977/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"23.09.2020";"28.09.2015";"00.00.0000";""
"156";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"общественное здоровье и организация здравоохранения";"Москва";"Линденбратен Александр Леонидович";"24.09.2015";"976/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"23.09.2020";"28.09.2015";"00.00.0000";""
"155";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"нефрологии";"Московская область";"Ватазин Андрей Владимирович";"24.09.2015";"975/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"23.09.2020";"28.09.2015";"00.00.0000";""
"154";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"онкологии,хирургии";"Московская область";"Забелин Максим Васильевич";"24.09.2015";"974/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"23.09.2020";"28.09.2015";"00.00.0000";""
"153";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"анестезиологии и реаниматологии";"Москва";"Попугаев Константин Александрович";"24.09.2015";"973/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"23.09.2020";"28.09.2015";"00.00.0000";""
"152";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"онкологии";"Москва";"Костин Андрей Александрович";"24.09.2015";"972/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"23.09.2020";"28.09.2015";"00.00.0000";""
"151";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"урологии";"Москва";"Щеплев Петр Андреевич";"24.09.2015";"971/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"23.09.2020";"28.09.2015";"00.00.0000";""
"150";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"фтизиатрии,экспертизе качества медицинской помощи,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Республика Бурятия";"Хальбаева Ирина Владимировна";"25.09.2015";"П04-71/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"24.09.2020";"28.09.2015";"00.00.0000";""
"149";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"хирургии,экспертизе качества медицинской помощи,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Республика Бурятия";"Саганов Владислав Павлович";"25.09.2015";"П04-70/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"24.09.2020";"28.09.2015";"00.00.0000";""
"148";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"фтизиатрии,экспертизе качества медицинской помощи,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Республика Бурятия";"Николаева Сайжина Васильевна";"25.09.2015";"П04-69/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"24.09.2020";"28.09.2015";"00.00.0000";""
"147";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"терапии,экспертизе качества медицинской помощи,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Республика Бурятия";"Иванова Нимаханда Цыбикжаповна";"25.09.2015";"П04-68/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"24.09.2020";"28.09.2015";"00.00.0000";""
"146";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"акушерству и гинекологии,экспертизе качества медицинской помощи";"Республика Бурятия";"Дамбаева Александра Ринчиновна";"25.09.2015";"П04-67/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"24.09.2020";"28.09.2015";"00.00.0000";""
"145";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"инфекционным болезням,экспертизе качества медицинской помощи,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Республика Бурятия";"Баглаева Сэсэгма Соёловна";"25.09.2015";"П04-66/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"24.09.2020";"28.09.2015";"00.00.0000";""
"144";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"акушерству и гинекологии,экспертизе качества медицинской помощи,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Республика Бурятия";"Алексеева Лилия Лазаревна";"25.09.2015";"П04-65/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"24.09.2020";"28.09.2015";"00.00.0000";""
"143";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"офтальмологии";"Москва";"Мошетова Лариса Константиновна";"25.09.2015";"6879
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"24.09.2020";"28.09.2015";"00.00.0000";""
"142";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"терапии";"Москва";"Дроздова Любовь Юрьевна";"25.09.2015";"6881
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"24.09.2020";"28.09.2015";"00.00.0000";""
"141";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"анестезиологии и реаниматологии";"Москва";"Молчанов Игорь Владимирович";"25.09.2015";"6880
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"24.09.2020";"28.09.2015";"00.00.0000";""
"140";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"педиатрии,скорой медицинской помощи";"Республика Тыва";"Енаа Розалия Васильевна";"25.09.2015";"218-Пр/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"24.09.2020";"25.09.2015";"00.00.0000";""
"139";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"эндокринологии";"Саратовская область";"Стрельникова Ирина Анатольевна";"24.09.2015";"П64-317/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"23.09.2020";"25.09.2015";"00.00.0000";""
"138";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"пульмонологии";"Саратовская область";"Стешенко Руслан Николаевич";"24.09.2015";"П64-316/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"23.09.2020";"25.09.2015";"00.00.0000";""
"137";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"акушерству и гинекологии";"Саратовская область";"Скворцова Марина Антоновна";"24.09.2015";"П64-315/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"23.09.2020";"25.09.2015";"00.00.0000";""
"136";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"анестезиологии и реаниматологии,скорой медицинской помощи";"Саратовская область";"Резник Юрий Алексеевич";"24.09.2015";"П64-314/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"23.09.2020";"25.09.2015";"00.00.0000";""
"135";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"урологии";"Саратовская область";"Петров Олег Геннадиевич";"24.09.2015";"П64-312/15
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"23.09.2020";"25.09.2015";"00.00.0000";""
